timestamp,scenario_id,etf,stage,elapsed_s
2025-10-11T08:14:22.796965,Baseline_20251011T081422,,scenario_start,0.0
2025-10-11T18:02:33.092970,PragmaticTilt_20251011T175601,PABU,weights_ready,60.0069,5972,5972,63013
2025-10-11T18:02:33.099893,PragmaticTilt_20251011T175601,PABU,positions_done,60.0139,8
2025-10-11T18:02:33.100715,PragmaticTilt_20251011T175601,SDG,etf_start,0.0,158
2025-10-11T18:02:38.038304,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,4.9377,5000,5000,5000,24.85,7.42
2025-10-11T18:02:43.102008,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,10.0015,10000,10000,10000,24.85,7.42
2025-10-11T18:02:48.999919,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,15.8995,15000,15000,15000,24.85,7.42
2025-10-11T18:02:54.304082,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,21.2037,20000,20000,20000,24.85,7.42
2025-10-11T18:02:59.616142,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,26.5158,25000,25000,25000,24.85,7.42
2025-10-11T18:03:04.898719,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,31.7988,30000,30000,30000,24.85,7.42
2025-10-11T18:03:10.011172,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,36.911,35000,35000,35000,24.85,7.42
2025-10-11T18:03:15.208840,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,42.1088,40000,40000,40000,24.85,7.42
2025-10-11T18:03:20.297457,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,47.1975,45000,45000,45000,24.85,7.42
2025-10-11T18:03:25.094009,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,51.9941,50000,50000,50000,24.85,7.42
2025-10-11T18:03:30.007031,PragmaticTilt_20251011T175601,SDG,tilt_heartbeat,56.9072,55000,55000,55000,24.85,7.42
2025-10-11T18:03:33.100267,PragmaticTilt_20251011T175601,SDG,tilt_timeout,60.0005,58248,58248,58248,24.85,7.42
2025-10-11T18:03:33.101442,PragmaticTilt_20251011T175601,SDG,weights_ready,60.0016,58248,58248,58248
2025-10-11T18:03:33.110050,PragmaticTilt_20251011T175601,SDG,positions_done,60.0103,19
2025-10-11T18:03:33.111097,PragmaticTilt_20251011T175601,SUSA,etf_start,0.0,201
2025-10-11T18:04:33.136290,PragmaticTilt_20251011T175601,SUSA,tilt_timeout,60.0262,2484,2484,57975,28.04,23.42
2025-10-11T18:04:33.142522,PragmaticTilt_20251011T175601,SUSA,weights_ready,60.0324,2484,2484,57975
2025-10-11T18:04:33.190414,PragmaticTilt_20251011T175601,SUSA,positions_done,60.0803,11
2025-10-11T18:04:33.194358,PragmaticTilt_20251011T175601,SUSL,etf_start,0.0,296
2025-10-11T18:05:33.204763,PragmaticTilt_20251011T175601,SUSL,tilt_timeout,60.0114,2518,2518,47965,28.71,22.48
2025-10-11T18:05:33.208239,PragmaticTilt_20251011T175601,SUSL,weights_ready,60.0148,2518,2518,47965
2025-10-11T18:05:33.216435,PragmaticTilt_20251011T175601,SUSL,positions_done,60.023,11
2025-10-11T18:05:33.217234,PragmaticTilt_20251011T175601,USCL,etf_start,0.0,295
2025-10-11T18:06:33.241477,PragmaticTilt_20251011T175601,USCL,tilt_timeout,60.0252,1655,1655,45666,25.13,32.38
2025-10-11T18:06:33.245806,PragmaticTilt_20251011T175601,USCL,weights_ready,60.0295,1655,1655,45666
2025-10-11T18:06:33.256199,PragmaticTilt_20251011T175601,USCL,positions_done,60.0399,9
2025-10-11T18:06:33.256996,PragmaticTilt_20251011T175601,USXF,etf_start,0.0,329
2025-10-11T18:06:35.505279,PragmaticTilt_20251011T175601,USXF,tilt_converged,2.2483,228,227,1417
2025-10-11T18:06:35.506574,PragmaticTilt_20251011T175601,USXF,weights_ready,2.2496,228,227,1417
2025-10-11T18:06:35.512387,PragmaticTilt_20251011T175601,USXF,positions_done,2.2554,27
2025-10-11T18:06:35.513127,PragmaticTilt_20251011T175601,XJH,etf_start,0.0,383
2025-10-11T18:06:36.033724,PragmaticTilt_20251011T175601,XJH,tilt_converged,0.5206,68,67,67
2025-10-11T18:06:36.035209,PragmaticTilt_20251011T175601,XJH,weights_ready,0.5221,68,67,67
2025-10-11T18:06:36.040724,PragmaticTilt_20251011T175601,XJH,positions_done,0.5276,11
2025-10-11T18:06:36.041324,PragmaticTilt_20251011T175601,XVV,etf_start,0.0,471
2025-10-11T18:07:36.084963,PragmaticTilt_20251011T175601,XVV,tilt_timeout,60.0446,1091,1091,34412,30.65,29.91
2025-10-11T18:07:36.088661,PragmaticTilt_20251011T175601,XVV,weights_ready,60.0483,1091,1091,34412
2025-10-11T18:07:36.096222,PragmaticTilt_20251011T175601,XVV,positions_done,60.0558,11
2025-10-11T18:07:36.097607,PragmaticTilt_20251011T175601,,scenario_complete,694.5334
2025-10-11T18:07:36.098104,StrictExclusion_20251011T180736,,scenario_start,0.0001
2025-10-11T18:07:36.101807,StrictExclusion_20251011T180736,CRBN,etf_start,0.0,1076
2025-10-11T18:07:56.057119,StrictExclusion_20251011T180736,CRBN,weights_ready,19.9556
2025-10-11T18:07:56.067821,StrictExclusion_20251011T180736,CRBN,positions_done,19.9663,171
2025-10-11T18:07:56.068403,StrictExclusion_20251011T180736,DMXF,etf_start,0.0,472
2025-10-11T18:07:56.413830,StrictExclusion_20251011T180736,DMXF,weights_ready,0.3454
2025-10-11T18:07:56.419115,StrictExclusion_20251011T180736,DMXF,positions_done,0.3507,46
2025-10-11T18:07:56.419623,StrictExclusion_20251011T180736,DSI,etf_start,0.0,426
2025-10-11T18:08:06.930038,StrictExclusion_20251011T180736,DSI,weights_ready,10.5106
2025-10-11T18:08:06.935715,StrictExclusion_20251011T180736,DSI,positions_done,10.5163,82
2025-10-11T18:08:06.936243,StrictExclusion_20251011T180736,EMXF,etf_start,0.0,577
2025-10-11T18:08:06.941985,StrictExclusion_20251011T180736,EMXF,weights_ready,0.0057
2025-10-11T18:08:06.946760,StrictExclusion_20251011T180736,EMXF,positions_done,0.0105,18
2025-10-11T18:08:06.947221,StrictExclusion_20251011T180736,ESGD,etf_start,0.0,438
2025-10-11T18:08:11.626697,StrictExclusion_20251011T180736,ESGD,weights_ready,4.6796
2025-10-11T18:08:11.632833,StrictExclusion_20251011T180736,ESGD,positions_done,4.6857,151
2025-10-11T18:08:11.633328,StrictExclusion_20251011T180736,ESGE,etf_start,0.0,351
2025-10-11T18:08:12.237924,StrictExclusion_20251011T180736,ESGE,weights_ready,0.6046
2025-10-11T18:08:12.243119,StrictExclusion_20251011T180736,ESGE,positions_done,0.6098,37
2025-10-11T18:08:12.243631,StrictExclusion_20251011T180736,ESGU,etf_start,0.0,312
2025-10-11T18:08:19.504843,StrictExclusion_20251011T180736,ESGU,weights_ready,7.2613
2025-10-11T18:08:19.510045,StrictExclusion_20251011T180736,ESGU,positions_done,7.2665,113
2025-10-11T18:08:19.510581,StrictExclusion_20251011T180736,ESML,etf_start,0.0,927
2025-10-11T18:08:28.797150,StrictExclusion_20251011T180736,ESML,weights_ready,9.2867
2025-10-11T18:08:28.803809,StrictExclusion_20251011T180736,ESML,positions_done,9.2934,116
2025-10-11T18:08:28.804371,StrictExclusion_20251011T180736,ICLN,etf_start,0.0,136
2025-10-11T18:08:30.668601,StrictExclusion_20251011T180736,ICLN,weights_ready,1.8643
2025-10-11T18:08:30.673235,StrictExclusion_20251011T180736,ICLN,positions_done,1.8689,37
2025-10-11T18:08:30.673761,StrictExclusion_20251011T180736,LCTD,etf_start,0.0,399
2025-10-11T18:08:33.836226,StrictExclusion_20251011T180736,LCTD,weights_ready,3.1625
2025-10-11T18:08:33.841306,StrictExclusion_20251011T180736,LCTD,positions_done,3.1676,125
2025-10-11T18:08:33.841789,StrictExclusion_20251011T180736,LCTU,etf_start,0.0,318
2025-10-11T18:08:41.128968,StrictExclusion_20251011T180736,LCTU,weights_ready,7.2873
2025-10-11T18:08:41.134518,StrictExclusion_20251011T180736,LCTU,positions_done,7.2928,86
2025-10-11T18:08:41.135051,StrictExclusion_20251011T180736,PABD,etf_start,0.0,500
2025-10-11T18:08:41.138436,StrictExclusion_20251011T180736,PABD,weights_ready,0.0034
2025-10-11T18:08:41.143295,StrictExclusion_20251011T180736,PABD,positions_done,0.0082,39
2025-10-11T18:08:41.143774,StrictExclusion_20251011T180736,PABU,etf_start,0.0,184
2025-10-11T18:08:44.902395,StrictExclusion_20251011T180736,PABU,weights_ready,3.7587
2025-10-11T18:08:44.907250,StrictExclusion_20251011T180736,PABU,positions_done,3.7635,32
2025-10-11T18:08:44.907768,StrictExclusion_20251011T180736,SDG,etf_start,0.0,158
2025-10-11T18:08:46.024840,StrictExclusion_20251011T180736,SDG,weights_ready,1.1171
2025-10-11T18:08:46.029417,StrictExclusion_20251011T180736,SDG,positions_done,1.1217,46
2025-10-11T18:08:46.029949,StrictExclusion_20251011T180736,SUSA,etf_start,0.0,201
2025-10-11T18:08:49.628636,StrictExclusion_20251011T180736,SUSA,weights_ready,3.5988
2025-10-11T18:08:49.633393,StrictExclusion_20251011T180736,SUSA,positions_done,3.6035,51
2025-10-11T18:08:49.633927,StrictExclusion_20251011T180736,SUSL,etf_start,0.0,296
2025-10-11T18:08:56.660363,StrictExclusion_20251011T180736,SUSL,weights_ready,7.0266
2025-10-11T18:08:56.665662,StrictExclusion_20251011T180736,SUSL,positions_done,7.0318,75
2025-10-11T18:08:56.666239,StrictExclusion_20251011T180736,USCL,etf_start,0.0,295
2025-10-11T18:09:04.581492,StrictExclusion_20251011T180736,USCL,weights_ready,7.9154
2025-10-11T18:09:04.589325,StrictExclusion_20251011T180736,USCL,positions_done,7.9232,93
2025-10-11T18:09:04.589796,StrictExclusion_20251011T180736,USXF,etf_start,0.0,329
2025-10-11T18:09:06.842093,StrictExclusion_20251011T180736,USXF,weights_ready,2.2523
2025-10-11T18:09:06.847383,StrictExclusion_20251011T180736,USXF,positions_done,2.2576,40
2025-10-11T18:09:06.847898,StrictExclusion_20251011T180736,XJH,etf_start,0.0,383
2025-10-11T18:09:08.552613,StrictExclusion_20251011T180736,XJH,weights_ready,1.7048
2025-10-11T18:09:08.557896,StrictExclusion_20251011T180736,XJH,positions_done,1.71,41
2025-10-11T18:09:08.558389,StrictExclusion_20251011T180736,XVV,etf_start,0.0,471
2025-10-11T18:09:20.686079,StrictExclusion_20251011T180736,XVV,weights_ready,12.1279
2025-10-11T18:09:20.695657,StrictExclusion_20251011T180736,XVV,positions_done,12.1375,111
2025-10-11T18:09:20.698042,StrictExclusion_20251011T180736,,scenario_complete,104.6016
2025-10-11T18:09:20.729478,ALL,,all_complete,800.2633,63,2081
2025-10-11T18:30:58.912776,Baseline_20251011T183058,,scenario_start,0.0
2025-10-11T18:30:58.918090,Baseline_20251011T183058,CRBN,etf_start,0.0,1076
2025-10-11T18:30:58.919118,Baseline_20251011T183058,CRBN,weights_ready,0.001
2025-10-11T18:30:58.930794,Baseline_20251011T183058,CRBN,positions_done,0.0127,0
2025-10-11T18:30:58.931308,Baseline_20251011T183058,DMXF,etf_start,0.0,472
2025-10-11T18:30:58.932960,Baseline_20251011T183058,DMXF,weights_ready,0.0017
2025-10-11T18:30:58.940986,Baseline_20251011T183058,DMXF,positions_done,0.0097,0
2025-10-11T18:30:58.942118,Baseline_20251011T183058,DSI,etf_start,0.0,426
2025-10-11T18:30:58.942789,Baseline_20251011T183058,DSI,weights_ready,0.0007
2025-10-11T18:30:58.947195,Baseline_20251011T183058,DSI,positions_done,0.0051,0
2025-10-11T18:30:58.947645,Baseline_20251011T183058,EMXF,etf_start,0.0,577
2025-10-11T18:30:58.948293,Baseline_20251011T183058,EMXF,weights_ready,0.0007
2025-10-11T18:30:58.952452,Baseline_20251011T183058,EMXF,positions_done,0.0048,0
2025-10-11T18:30:58.952874,Baseline_20251011T183058,ESGD,etf_start,0.0,438
2025-10-11T18:30:58.953502,Baseline_20251011T183058,ESGD,weights_ready,0.0006
2025-10-11T18:30:58.957621,Baseline_20251011T183058,ESGD,positions_done,0.0048,0
2025-10-11T18:30:58.958086,Baseline_20251011T183058,ESGE,etf_start,0.0,351
2025-10-11T18:30:58.958681,Baseline_20251011T183058,ESGE,weights_ready,0.0006
2025-10-11T18:30:58.962401,Baseline_20251011T183058,ESGE,positions_done,0.0043,0
2025-10-11T18:30:58.962819,Baseline_20251011T183058,ESGU,etf_start,0.0,312
2025-10-11T18:30:58.963396,Baseline_20251011T183058,ESGU,weights_ready,0.0006
2025-10-11T18:30:58.967956,Baseline_20251011T183058,ESGU,positions_done,0.0051,0
2025-10-11T18:30:58.969105,Baseline_20251011T183058,ESML,etf_start,0.0,927
2025-10-11T18:30:58.970482,Baseline_20251011T183058,ESML,weights_ready,0.0014
2025-10-11T18:30:58.979316,Baseline_20251011T183058,ESML,positions_done,0.0102,0
2025-10-11T18:30:58.979798,Baseline_20251011T183058,ICLN,etf_start,0.0,136
2025-10-11T18:30:58.980410,Baseline_20251011T183058,ICLN,weights_ready,0.0006
2025-10-11T18:30:58.983876,Baseline_20251011T183058,ICLN,positions_done,0.0041,0
2025-10-11T18:30:58.984327,Baseline_20251011T183058,LCTD,etf_start,0.0,399
2025-10-11T18:30:58.984926,Baseline_20251011T183058,LCTD,weights_ready,0.0006
2025-10-11T18:30:58.990500,Baseline_20251011T183058,LCTD,positions_done,0.0062,0
2025-10-11T18:30:58.991476,Baseline_20251011T183058,LCTU,etf_start,0.0,318
2025-10-11T18:30:58.993919,Baseline_20251011T183058,LCTU,weights_ready,0.0025
2025-10-11T18:30:58.998369,Baseline_20251011T183058,LCTU,positions_done,0.0069,0
2025-10-11T18:30:58.998818,Baseline_20251011T183058,PABD,etf_start,0.0,500
2025-10-11T18:30:59.000183,Baseline_20251011T183058,PABD,weights_ready,0.0014
2025-10-11T18:30:59.008998,Baseline_20251011T183058,PABD,positions_done,0.0102,0
2025-10-11T18:30:59.009628,Baseline_20251011T183058,PABU,etf_start,0.0,184
2025-10-11T18:30:59.010251,Baseline_20251011T183058,PABU,weights_ready,0.0006
2025-10-11T18:30:59.013898,Baseline_20251011T183058,PABU,positions_done,0.0043,0
2025-10-11T18:30:59.014346,Baseline_20251011T183058,SDG,etf_start,0.0,158
2025-10-11T18:30:59.014944,Baseline_20251011T183058,SDG,weights_ready,0.0006
2025-10-11T18:30:59.018413,Baseline_20251011T183058,SDG,positions_done,0.0041,0
2025-10-11T18:30:59.018852,Baseline_20251011T183058,SUSA,etf_start,0.0,201
2025-10-11T18:30:59.019422,Baseline_20251011T183058,SUSA,weights_ready,0.0006
2025-10-11T18:30:59.026848,Baseline_20251011T183058,SUSA,positions_done,0.008,0
2025-10-11T18:30:59.027780,Baseline_20251011T183058,SUSL,etf_start,0.0,296
2025-10-11T18:30:59.028905,Baseline_20251011T183058,SUSL,weights_ready,0.0011
2025-10-11T18:30:59.033250,Baseline_20251011T183058,SUSL,positions_done,0.0055,0
2025-10-11T18:30:59.033696,Baseline_20251011T183058,USCL,etf_start,0.0,295
2025-10-11T18:30:59.034289,Baseline_20251011T183058,USCL,weights_ready,0.0006
2025-10-11T18:30:59.038139,Baseline_20251011T183058,USCL,positions_done,0.0044,0
2025-10-11T18:30:59.038930,Baseline_20251011T183058,USXF,etf_start,0.0,329
2025-10-11T18:30:59.040882,Baseline_20251011T183058,USXF,weights_ready,0.002
2025-10-11T18:30:59.045801,Baseline_20251011T183058,USXF,positions_done,0.0069,0
2025-10-11T18:30:59.046274,Baseline_20251011T183058,XJH,etf_start,0.0,383
2025-10-11T18:30:59.046893,Baseline_20251011T183058,XJH,weights_ready,0.0006
2025-10-11T18:30:59.050726,Baseline_20251011T183058,XJH,positions_done,0.0045,0
2025-10-11T18:30:59.051157,Baseline_20251011T183058,XVV,etf_start,0.0,471
2025-10-11T18:30:59.052029,Baseline_20251011T183058,XVV,weights_ready,0.0009
2025-10-11T18:30:59.056450,Baseline_20251011T183058,XVV,positions_done,0.0053,0
2025-10-11T18:30:59.056859,Baseline_20251011T183058,,scenario_complete,0.1441
2025-10-11T18:30:59.057238,PragmaticTilt_20251011T183059,,scenario_start,0.0
2025-10-11T18:30:59.059118,PragmaticTilt_20251011T183059,CRBN,etf_start,0.0,1076
2025-10-11T18:30:59.118125,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.059,200,200,200,27.13,21.65,1.928
2025-10-11T18:30:59.168333,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.1092,400,400,400,27.13,21.65,1.928
2025-10-11T18:30:59.233123,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.174,600,600,600,27.13,21.65,1.928
2025-10-11T18:30:59.279311,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.2202,800,800,800,27.13,21.65,1.928
2025-10-11T18:30:59.331490,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.2724,1000,1000,1000,27.13,21.65,1.928
2025-10-11T18:30:59.366072,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.307,1200,1200,1200,27.13,21.65,1.928
2025-10-11T18:30:59.399160,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.3401,1400,1400,1400,27.13,21.65,1.928
2025-10-11T18:30:59.432619,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.3735,1600,1600,1600,27.13,21.65,1.928
2025-10-11T18:30:59.466488,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.4074,1800,1800,1800,27.13,21.65,1.928
2025-10-11T18:30:59.499897,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.4408,2000,2000,2000,27.13,21.65,1.928
2025-10-11T18:30:59.533145,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.474,2200,2200,2200,27.13,21.65,1.928
2025-10-11T18:30:59.566006,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.5069,2400,2400,2400,27.13,21.65,1.928
2025-10-11T18:30:59.598779,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.5397,2600,2600,2600,27.13,21.65,1.928
2025-10-11T18:30:59.632090,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.573,2800,2800,2800,27.13,21.65,1.928
2025-10-11T18:30:59.665130,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.606,3000,3000,3000,27.13,21.65,1.928
2025-10-11T18:30:59.699083,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.64,3200,3200,3200,27.13,21.65,1.928
2025-10-11T18:30:59.734333,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.6752,3400,3400,3400,27.13,21.65,1.928
2025-10-11T18:30:59.768530,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.7094,3600,3600,3600,27.13,21.65,1.928
2025-10-11T18:30:59.801698,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.7426,3800,3800,3800,27.13,21.65,1.928
2025-10-11T18:30:59.834516,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.7754,4000,4000,4000,27.13,21.65,1.928
2025-10-11T18:30:59.867462,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.8084,4200,4200,4200,27.13,21.65,1.928
2025-10-11T18:30:59.900791,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.8417,4400,4400,4400,27.13,21.65,1.928
2025-10-11T18:30:59.933628,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.8745,4600,4600,4600,27.13,21.65,1.928
2025-10-11T18:30:59.967342,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.9082,4800,4800,4800,27.13,21.65,1.928
2025-10-11T18:31:00.002269,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.9432,5000,5000,5000,27.13,21.65,1.928
2025-10-11T18:31:00.037066,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,0.978,5200,5200,5200,27.13,21.65,1.928
2025-10-11T18:31:00.070850,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.0118,5400,5400,5400,27.13,21.65,1.928
2025-10-11T18:31:00.104557,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.0455,5600,5600,5600,27.13,21.65,1.928
2025-10-11T18:31:00.138174,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.0791,5800,5800,5800,27.13,21.65,1.928
2025-10-11T18:31:00.171793,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.1127,6000,6000,6000,27.13,21.65,1.928
2025-10-11T18:31:00.205638,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.1465,6200,6200,6200,27.13,21.65,1.928
2025-10-11T18:31:00.241207,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.1821,6400,6400,6400,27.13,21.65,1.928
2025-10-11T18:31:00.274906,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.2158,6600,6600,6600,27.13,21.65,1.928
2025-10-11T18:31:00.308819,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.2497,6800,6800,6800,27.13,21.65,1.928
2025-10-11T18:31:00.341823,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.2827,7000,7000,7000,27.13,21.65,1.928
2025-10-11T18:31:00.375144,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.316,7200,7200,7200,27.13,21.65,1.928
2025-10-11T18:31:00.408589,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.3495,7400,7400,7400,27.13,21.65,1.928
2025-10-11T18:31:00.441871,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.3828,7600,7600,7600,27.13,21.65,1.928
2025-10-11T18:31:00.475326,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.4162,7800,7800,7800,27.13,21.65,1.928
2025-10-11T18:31:00.510499,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.4514,8000,8000,8000,27.13,21.65,1.928
2025-10-11T18:31:00.544194,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.4851,8200,8200,8200,27.13,21.65,1.928
2025-10-11T18:31:00.577764,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.5187,8400,8400,8400,27.13,21.65,1.928
2025-10-11T18:31:00.610814,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.5517,8600,8600,8600,27.13,21.65,1.928
2025-10-11T18:31:00.644068,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.585,8800,8800,8800,27.13,21.65,1.928
2025-10-11T18:31:00.677157,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.6181,9000,9000,9000,27.13,21.65,1.928
2025-10-11T18:31:00.710404,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.6513,9200,9200,9200,27.13,21.65,1.928
2025-10-11T18:31:00.743990,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.6849,9400,9400,9400,27.13,21.65,1.928
2025-10-11T18:31:00.841871,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.7828,9600,9600,9600,27.13,21.65,1.928
2025-10-11T18:31:00.932293,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.8732,9800,9800,9800,27.13,21.65,1.928
2025-10-11T18:31:00.982967,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.9239,10000,10000,10000,27.13,21.65,1.928
2025-10-11T18:31:01.017708,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.9586,10200,10200,10200,27.13,21.65,1.928
2025-10-11T18:31:01.052830,PragmaticTilt_20251011T183059,CRBN,tilt_heartbeat,1.9938,10400,10400,10400,27.13,21.65,1.928
